transfer_id,from_stop_id,to_stop_id,distance_km,walk_time_min,transfer_penalty_min,total_time_min,from_type,to_type
W_E06109,345,348,0.8659,10.39,3,13.39,Bus,Bus
W_E06110,348,345,0.8659,10.39,3,13.39,Bus,Bus
W_E06111,345,349,0.8605,10.33,3,13.33,Bus,Bus
W_E06112,349,345,0.8605,10.33,3,13.33,Bus,Bus
W_E06113,345,565,0.9043,10.85,3,13.85,Bus,Bus
W_E06114,565,345,0.9043,10.85,3,13.85,Bus,Bus
W_E06115,345,566,0.382,4.58,3,7.58,Bus,Bus
W_E06116,566,345,0.382,4.58,3,7.58,Bus,Bus
W_E06117,345,568,0.428,5.14,3,8.14,Bus,Bus
W_E06118,568,345,0.428,5.14,3,8.14,Bus,Bus
W_E06119,345,569,0.9186,11.02,3,14.02,Bus,Bus
W_E06120,569,345,0.9186,11.02,3,14.02,Bus,Bus
W_E06121,345,570,0.7929,9.51,3,12.51,Bus,Bus
W_E06122,570,345,0.7929,9.51,3,12.51,Bus,Bus
W_E06123,345,574,0.5605,6.73,3,9.73,Bus,Bus
W_E06124,574,345,0.5605,6.73,3,9.73,Bus,Bus
W_E06125,345,T1_HAMMA,0.5075,6.09,3,9.09,Bus,Telepherique
W_E06126,T1_HAMMA,345,0.5075,6.09,3,9.09,Telepherique,Bus
W_E06127,345,T1_MADAN,0.3978,4.77,3,7.77,Bus,Telepherique
W_E06128,T1_MADAN,345,0.3978,4.77,3,7.77,Telepherique,Bus
W_E06129,345,T2_JARDN,0.437,5.24,3,8.24,Bus,Telepherique
W_E06130,T2_JARDN,345,0.437,5.24,3,8.24,Telepherique,Bus
W_E06131,345,T2_MEMOR,0.3098,3.72,3,6.72,Bus,Telepherique
W_E06132,T2_MEMOR,345,0.3098,3.72,3,6.72,Telepherique,Bus
W_E06133,346,350,0.6716,8.06,3,11.06,Bus,Bus
W_E06134,350,346,0.6716,8.06,3,11.06,Bus,Bus
W_E06135,346,353,0.6475,7.77,3,10.77,Bus,Bus
W_E06136,353,346,0.6475,7.77,3,10.77,Bus,Bus
W_E06137,346,354,0.5821,6.99,3,9.99,Bus,Bus
W_E06138,354,346,0.5821,6.99,3,9.99,Bus,Bus
W_E06139,346,357,0.3718,4.46,3,7.46,Bus,Bus
W_E06140,357,346,0.3718,4.46,3,7.46,Bus,Bus
W_E06141,346,358,0.7815,9.38,3,12.38,Bus,Bus
W_E06142,358,346,0.7815,9.38,3,12.38,Bus,Bus
W_E06143,346,359,0.8616,10.34,3,13.34,Bus,Bus
W_E06144,359,346,0.8616,10.34,3,13.34,Bus,Bus
W_E06145,346,563,0.9706,11.65,3,14.65,Bus,Bus
W_E06146,563,346,0.9706,11.65,3,14.65,Bus,Bus
W_E06147,346,571,0.5742,6.89,3,9.89,Bus,Bus
W_E06148,571,346,0.5742,6.89,3,9.89,Bus,Bus
W_E06149,346,572,0.5108,6.13,3,9.13,Bus,Bus
W_E06150,572,346,0.5108,6.13,3,9.13,Bus,Bus
W_E06151,346,574,0.8258,9.91,3,12.91,Bus,Bus
W_E06152,574,346,0.8258,9.91,3,12.91,Bus,Bus
W_E06153,346,986,0.794,9.53,3,12.53,Bus,Bus
W_E06154,986,346,0.794,9.53,3,12.53,Bus,Bus
W_E06155,346,987,0.807,9.68,3,12.68,Bus,Bus
W_E06156,987,346,0.807,9.68,3,12.68,Bus,Bus
W_E06157,346,991,0.8224,9.87,3,12.87,Bus,Bus
W_E06158,991,346,0.8224,9.87,3,12.87,Bus,Bus
W_E06159,346,992,0.8455,10.15,3,13.15,Bus,Bus
W_E06160,992,346,0.8455,10.15,3,13.15,Bus,Bus
W_E06161,346,T1_HAMMA,0.8566,10.28,3,13.28,Bus,Telepherique
W_E06162,T1_HAMMA,346,0.8566,10.28,3,13.28,Telepherique,Bus
W_E06163,346,T1_MADAN,0.8072,9.69,3,12.69,Bus,Telepherique
W_E06164,T1_MADAN,346,0.8072,9.69,3,12.69,Telepherique,Bus
W_E06165,346,TRN_ATELIERS,0.9331,11.2,3,14.2,Bus,Train
W_E06166,TRN_ATELIERS,346,0.9331,11.2,3,14.2,Train,Bus
W_E06167,347,350,0.6606,7.93,3,10.93,Bus,Bus
W_E06168,350,347,0.6606,7.93,3,10.93,Bus,Bus
W_E06169,347,353,0.6384,7.66,3,10.66,Bus,Bus
W_E06170,353,347,0.6384,7.66,3,10.66,Bus,Bus
W_E06171,347,354,0.5716,6.86,3,9.86,Bus,Bus
W_E06172,354,347,0.5716,6.86,3,9.86,Bus,Bus
W_E06173,347,357,0.3655,4.39,3,7.39,Bus,Bus
W_E06174,357,347,0.3655,4.39,3,7.39,Bus,Bus
W_E06175,347,358,0.7705,9.25,3,12.25,Bus,Bus
W_E06176,358,347,0.7705,9.25,3,12.25,Bus,Bus
W_E06177,347,359,0.8506,10.21,3,13.21,Bus,Bus
W_E06178,359,347,0.8506,10.21,3,13.21,Bus,Bus
W_E06179,347,563,0.9794,11.75,3,14.75,Bus,Bus
W_E06180,563,347,0.9794,11.75,3,14.75,Bus,Bus
W_E06181,347,571,0.5779,6.93,3,9.93,Bus,Bus
W_E06182,571,347,0.5779,6.93,3,9.93,Bus,Bus
W_E06183,347,572,0.5199,6.24,3,9.24,Bus,Bus
W_E06184,572,347,0.5199,6.24,3,9.24,Bus,Bus
W_E06185,347,574,0.837,10.04,3,13.04,Bus,Bus
W_E06186,574,347,0.837,10.04,3,13.04,Bus,Bus
W_E06187,347,986,0.7833,9.4,3,12.4,Bus,Bus
W_E06188,986,347,0.7833,9.4,3,12.4,Bus,Bus
W_E06189,347,987,0.7963,9.56,3,12.56,Bus,Bus
W_E06190,987,347,0.7963,9.56,3,12.56,Bus,Bus
W_E06191,347,991,0.8263,9.92,3,12.92,Bus,Bus
W_E06192,991,347,0.8263,9.92,3,12.92,Bus,Bus
W_E06193,347,992,0.8495,10.19,3,13.19,Bus,Bus
W_E06194,992,347,0.8495,10.19,3,13.19,Bus,Bus
W_E06195,347,T1_HAMMA,0.8678,10.41,3,13.41,Bus,Telepherique
W_E06196,T1_HAMMA,347,0.8678,10.41,3,13.41,Telepherique,Bus
W_E06197,347,T1_MADAN,0.818,9.82,3,12.82,Bus,Telepherique
W_E06198,T1_MADAN,347,0.818,9.82,3,12.82,Telepherique,Bus
W_E06199,347,TRN_ATELIERS,0.9407,11.29,3,14.29,Bus,Train
W_E06200,TRN_ATELIERS,347,0.9407,11.29,3,14.29,Train,Bus
W_E06201,348,564,0.8755,10.51,3,13.51,Bus,Bus
W_E06202,564,348,0.8755,10.51,3,13.51,Bus,Bus
W_E06203,348,565,0.5567,6.68,3,9.68,Bus,Bus
W_E06204,565,348,0.5567,6.68,3,9.68,Bus,Bus
W_E06205,348,568,0.7769,9.32,3,12.32,Bus,Bus
W_E06206,568,348,0.7769,9.32,3,12.32,Bus,Bus
W_E06207,348,T2_JARDN,0.7427,8.91,3,11.91,Bus,Telepherique
W_E06208,T2_JARDN,348,0.7427,8.91,3,11.91,Telepherique,Bus
W_E06209,348,T2_MEMOR,0.6184,7.42,3,10.42,Bus,Telepherique
W_E06210,T2_MEMOR,348,0.6184,7.42,3,10.42,Telepherique,Bus
W_E06211,348,T3_FUSIL,0.7222,8.67,3,11.67,Bus,Telepherique
W_E06212,T3_FUSIL,348,0.7222,8.67,3,11.67,Telepherique,Bus
W_E06213,348,T3_PALAC,0.5097,6.12,3,9.12,Bus,Telepherique
W_E06214,T3_PALAC,348,0.5097,6.12,3,9.12,Telepherique,Bus
W_E06215,349,564,0.8781,10.54,3,13.54,Bus,Bus
W_E06216,564,349,0.8781,10.54,3,13.54,Bus,Bus
W_E06217,349,565,0.5579,6.69,3,9.69,Bus,Bus
W_E06218,565,349,0.5579,6.69,3,9.69,Bus,Bus
W_E06219,349,568,0.7735,9.28,3,12.28,Bus,Bus
W_E06220,568,349,0.7735,9.28,3,12.28,Bus,Bus
W_E06221,349,T2_JARDN,0.7394,8.87,3,11.87,Bus,Telepherique
W_E06222,T2_JARDN,349,0.7394,8.87,3,11.87,Telepherique,Bus
W_E06223,349,T2_MEMOR,0.6138,7.37,3,10.37,Bus,Telepherique
W_E06224,T2_MEMOR,349,0.6138,7.37,3,10.37,Telepherique,Bus
W_E06225,349,T3_FUSIL,0.7267,8.72,3,11.72,Bus,Telepherique
W_E06226,T3_FUSIL,349,0.7267,8.72,3,11.72,Telepherique,Bus
W_E06227,349,T3_PALAC,0.5156,6.19,3,9.19,Bus,Telepherique
W_E06228,T3_PALAC,349,0.5156,6.19,3,9.19,Telepherique,Bus
W_E06229,350,351,0.7943,9.53,3,12.53,Bus,Bus
W_E06230,351,350,0.7943,9.53,3,12.53,Bus,Bus
W_E06231,350,352,0.6904,8.29,3,11.29,Bus,Bus
W_E06232,352,350,0.6904,8.29,3,11.29,Bus,Bus
W_E06233,350,353,0.301,3.61,3,6.61,Bus,Bus
W_E06234,353,350,0.301,3.61,3,6.61,Bus,Bus
W_E06235,350,355,0.7057,8.47,3,11.47,Bus,Bus
W_E06236,355,350,0.7057,8.47,3,11.47,Bus,Bus
W_E06237,350,356,0.7336,8.8,3,11.8,Bus,Bus
W_E06238,356,350,0.7336,8.8,3,11.8,Bus,Bus
W_E06239,350,357,0.495,5.94,3,8.94,Bus,Bus
W_E06240,357,350,0.495,5.94,3,8.94,Bus,Bus
W_E06241,350,358,0.2651,3.18,3,6.18,Bus,Bus
W_E06242,358,350,0.2651,3.18,3,6.18,Bus,Bus
W_E06243,350,359,0.3099,3.72,3,6.72,Bus,Bus
W_E06244,359,350,0.3099,3.72,3,6.72,Bus,Bus
W_E06245,350,840,0.9017,10.82,3,13.82,Bus,Bus
W_E06246,840,350,0.9017,10.82,3,13.82,Bus,Bus
W_E06247,350,841,0.8911,10.69,3,13.69,Bus,Bus
W_E06248,841,350,0.8911,10.69,3,13.69,Bus,Bus
W_E06249,350,984,0.3642,4.37,3,7.37,Bus,Bus
W_E06250,984,350,0.3642,4.37,3,7.37,Bus,Bus
W_E06251,350,985,0.3601,4.32,3,7.32,Bus,Bus
W_E06252,985,350,0.3601,4.32,3,7.32,Bus,Bus
W_E06253,350,986,0.344,4.13,3,7.13,Bus,Bus
W_E06254,986,350,0.344,4.13,3,7.13,Bus,Bus
W_E06255,350,987,0.3506,4.21,3,7.21,Bus,Bus
W_E06256,987,350,0.3506,4.21,3,7.21,Bus,Bus
W_E06257,351,354,0.9318,11.18,3,14.18,Bus,Bus
W_E06258,354,351,0.9318,11.18,3,14.18,Bus,Bus
W_E06259,351,355,0.1291,1.55,3,4.55,Bus,Bus
W_E06260,355,351,0.1291,1.55,3,4.55,Bus,Bus
W_E06261,351,356,0.1052,1.26,3,4.26,Bus,Bus
W_E06262,356,351,0.1052,1.26,3,4.26,Bus,Bus
W_E06263,351,358,0.6847,8.22,3,11.22,Bus,Bus
W_E06264,358,351,0.6847,8.22,3,11.22,Bus,Bus
W_E06265,351,359,0.606,7.27,3,10.27,Bus,Bus
W_E06266,359,351,0.606,7.27,3,10.27,Bus,Bus
W_E06267,351,840,0.5433,6.52,3,9.52,Bus,Bus
W_E06268,840,351,0.5433,6.52,3,9.52,Bus,Bus
W_E06269,351,841,0.5275,6.33,3,9.33,Bus,Bus
W_E06270,841,351,0.5275,6.33,3,9.33,Bus,Bus
W_E06271,351,986,0.7107,8.53,3,11.53,Bus,Bus
W_E06272,986,351,0.7107,8.53,3,11.53,Bus,Bus
W_E06273,351,987,0.6992,8.39,3,11.39,Bus,Bus
W_E06274,987,351,0.6992,8.39,3,11.39,Bus,Bus
W_E06275,352,353,0.9549,11.46,3,14.46,Bus,Bus
W_E06276,353,352,0.9549,11.46,3,14.46,Bus,Bus
W_E06277,352,354,0.8436,10.12,3,13.12,Bus,Bus
W_E06278,354,352,0.8436,10.12,3,13.12,Bus,Bus
W_E06279,352,355,0.3215,3.86,3,6.86,Bus,Bus
W_E06280,355,352,0.3215,3.86,3,6.86,Bus,Bus
W_E06281,352,356,0.3215,3.86,3,6.86,Bus,Bus
W_E06282,356,352,0.3215,3.86,3,6.86,Bus,Bus
W_E06283,352,358,0.505,6.06,3,9.06,Bus,Bus
W_E06284,358,352,0.505,6.06,3,9.06,Bus,Bus
W_E06285,352,359,0.4252,5.1,3,8.1,Bus,Bus
W_E06286,359,352,0.4252,5.1,3,8.1,Bus,Bus
W_E06287,352,840,0.7714,9.26,3,12.26,Bus,Bus
W_E06288,840,352,0.7714,9.26,3,12.26,Bus,Bus
W_E06289,352,841,0.7552,9.06,3,12.06,Bus,Bus
W_E06290,841,352,0.7552,9.06,3,12.06,Bus,Bus
W_E06291,352,981,0.9449,11.34,3,14.34,Bus,Bus
W_E06292,981,352,0.9449,11.34,3,14.34,Bus,Bus
W_E06293,352,982,0.9293,11.15,3,14.15,Bus,Bus
W_E06294,982,352,0.9293,11.15,3,14.15,Bus,Bus
W_E06295,352,983,0.9938,11.93,3,14.93,Bus,Bus
W_E06296,983,352,0.9938,11.93,3,14.93,Bus,Bus
W_E06297,352,984,0.961,11.53,3,14.53,Bus,Bus
W_E06298,984,352,0.961,11.53,3,14.53,Bus,Bus
W_E06299,352,985,0.9531,11.44,3,14.44,Bus,Bus
W_E06300,985,352,0.9531,11.44,3,14.44,Bus,Bus
W_E06301,352,986,0.5036,6.04,3,9.04,Bus,Bus
W_E06302,986,352,0.5036,6.04,3,9.04,Bus,Bus
W_E06303,352,987,0.4909,5.89,3,8.89,Bus,Bus
W_E06304,987,352,0.4909,5.89,3,8.89,Bus,Bus
W_E06305,352,989,0.8798,10.56,3,13.56,Bus,Bus
W_E06306,989,352,0.8798,10.56,3,13.56,Bus,Bus
W_E06307,352,990,0.9023,10.83,3,13.83,Bus,Bus
W_E06308,990,352,0.9023,10.83,3,13.83,Bus,Bus
W_E06309,353,354,0.1695,2.03,3,5.03,Bus,Bus
W_E06310,354,353,0.1695,2.03,3,5.03,Bus,Bus
W_E06311,353,355,0.8928,10.71,3,13.71,Bus,Bus
W_E06312,355,353,0.8928,10.71,3,13.71,Bus,Bus
W_E06313,353,356,0.9222,11.07,3,14.07,Bus,Bus
W_E06314,356,353,0.9222,11.07,3,14.07,Bus,Bus
W_E06315,353,357,0.3246,3.9,3,6.9,Bus,Bus
W_E06316,357,353,0.3246,3.9,3,6.9,Bus,Bus
W_E06317,353,358,0.5659,6.79,3,9.79,Bus,Bus
W_E06318,358,353,0.5659,6.79,3,9.79,Bus,Bus
W_E06319,353,359,0.6084,7.3,3,10.3,Bus,Bus
W_E06320,359,353,0.6084,7.3,3,10.3,Bus,Bus
W_E06321,353,715,0.9041,10.85,3,13.85,Bus,Bus
W_E06322,715,353,0.9041,10.85,3,13.85,Bus,Bus
W_E06323,353,716,0.8548,10.26,3,13.26,Bus,Bus
W_E06324,716,353,0.8548,10.26,3,13.26,Bus,Bus
W_E06325,353,839,0.9095,10.91,3,13.91,Bus,Bus
W_E06326,839,353,0.9095,10.91,3,13.91,Bus,Bus
W_E06327,353,840,0.9501,11.4,3,14.4,Bus,Bus
W_E06328,840,353,0.9501,11.4,3,14.4,Bus,Bus
W_E06329,353,841,0.944,11.33,3,14.33,Bus,Bus
W_E06330,841,353,0.944,11.33,3,14.33,Bus,Bus
W_E06331,353,984,0.4533,5.44,3,8.44,Bus,Bus
W_E06332,984,353,0.4533,5.44,3,8.44,Bus,Bus
W_E06333,353,985,0.4554,5.47,3,8.47,Bus,Bus
W_E06334,985,353,0.4554,5.47,3,8.47,Bus,Bus
W_E06335,353,986,0.6425,7.71,3,10.71,Bus,Bus
W_E06336,986,353,0.6425,7.71,3,10.71,Bus,Bus
W_E06337,353,987,0.6499,7.8,3,10.8,Bus,Bus
W_E06338,987,353,0.6499,7.8,3,10.8,Bus,Bus
W_E06339,354,355,0.8345,10.01,3,13.01,Bus,Bus
W_E06340,355,354,0.8345,10.01,3,13.01,Bus,Bus
W_E06341,354,356,0.8632,10.36,3,13.36,Bus,Bus
W_E06342,356,354,0.8632,10.36,3,13.36,Bus,Bus
W_E06343,354,357,0.3485,4.18,3,7.18,Bus,Bus
W_E06344,357,354,0.3485,4.18,3,7.18,Bus,Bus
W_E06345,354,358,0.4103,4.92,3,7.92,Bus,Bus
W_E06346,358,354,0.4103,4.92,3,7.92,Bus,Bus
W_E06347,354,359,0.4627,5.55,3,8.55,Bus,Bus
W_E06348,359,354,0.4627,5.55,3,8.55,Bus,Bus
W_E06349,354,840,0.9731,11.68,3,14.68,Bus,Bus
W_E06350,840,354,0.9731,11.68,3,14.68,Bus,Bus
W_E06351,354,841,0.9645,11.57,3,14.57,Bus,Bus
W_E06352,841,354,0.9645,11.57,3,14.57,Bus,Bus
W_E06353,354,984,0.3225,3.87,3,6.87,Bus,Bus
W_E06354,984,354,0.3225,3.87,3,6.87,Bus,Bus
W_E06355,354,985,0.3222,3.87,3,6.87,Bus,Bus
W_E06356,985,354,0.3222,3.87,3,6.87,Bus,Bus
W_E06357,354,986,0.4816,5.78,3,8.78,Bus,Bus
W_E06358,986,354,0.4816,5.78,3,8.78,Bus,Bus
W_E06359,354,987,0.49,5.88,3,8.88,Bus,Bus
W_E06360,987,354,0.49,5.88,3,8.88,Bus,Bus
W_E06361,355,358,0.6345,7.61,3,10.61,Bus,Bus
W_E06362,358,355,0.6345,7.61,3,10.61,Bus,Bus
W_E06363,355,359,0.5608,6.73,3,9.73,Bus,Bus
W_E06364,359,355,0.5608,6.73,3,9.73,Bus,Bus
W_E06365,355,839,0.8878,10.65,3,13.65,Bus,Bus
W_E06366,839,355,0.8878,10.65,3,13.65,Bus,Bus
W_E06367,355,840,0.4508,5.41,3,8.41,Bus,Bus
W_E06368,840,355,0.4508,5.41,3,8.41,Bus,Bus
W_E06369,355,841,0.4347,5.22,3,8.22,Bus,Bus
W_E06370,841,355,0.4347,5.22,3,8.22,Bus,Bus
W_E06371,355,986,0.675,8.1,3,11.1,Bus,Bus
W_E06372,986,355,0.675,8.1,3,11.1,Bus,Bus
W_E06373,355,987,0.6648,7.98,3,10.98,Bus,Bus
W_E06374,987,355,0.6648,7.98,3,10.98,Bus,Bus
W_E06375,356,358,0.6571,7.88,3,10.88,Bus,Bus
W_E06376,358,356,0.6571,7.88,3,10.88,Bus,Bus
W_E06377,356,359,0.5823,6.99,3,9.99,Bus,Bus
W_E06378,359,356,0.5823,6.99,3,9.99,Bus,Bus
W_E06379,356,839,0.9029,10.83,3,13.83,Bus,Bus
W_E06380,839,356,0.9029,10.83,3,13.83,Bus,Bus
W_E06381,356,840,0.4561,5.47,3,8.47,Bus,Bus
W_E06382,840,356,0.4561,5.47,3,8.47,Bus,Bus
W_E06383,356,841,0.44,5.28,3,8.28,Bus,Bus
W_E06384,841,356,0.44,5.28,3,8.28,Bus,Bus
W_E06385,356,986,0.6952,8.34,3,11.34,Bus,Bus
W_E06386,986,356,0.6952,8.34,3,11.34,Bus,Bus
W_E06387,356,987,0.6848,8.22,3,11.22,Bus,Bus
W_E06388,987,356,0.6848,8.22,3,11.22,Bus,Bus
W_E06389,357,358,0.7133,8.56,3,11.56,Bus,Bus
W_E06390,358,357,0.7133,8.56,3,11.56,Bus,Bus
W_E06391,357,359,0.7805,9.37,3,12.37,Bus,Bus
W_E06392,359,357,0.7805,9.37,3,12.37,Bus,Bus
W_E06393,357,571,0.9373,11.25,3,14.25,Bus,Bus
W_E06394,571,357,0.9373,11.25,3,14.25,Bus,Bus
W_E06395,357,572,0.871,10.45,3,13.45,Bus,Bus
W_E06396,572,357,0.871,10.45,3,13.45,Bus,Bus
W_E06397,357,715,0.9739,11.69,3,14.69,Bus,Bus
W_E06398,715,357,0.9739,11.69,3,14.69,Bus,Bus
W_E06399,357,716,0.993,11.92,3,14.92,Bus,Bus
W_E06400,716,357,0.993,11.92,3,14.92,Bus,Bus
W_E06401,357,720,0.997,11.96,3,14.96,Bus,Bus
W_E06402,720,357,0.997,11.96,3,14.96,Bus,Bus
W_E06403,357,984,0.3563,4.28,3,7.28,Bus,Bus
W_E06404,984,357,0.3563,4.28,3,7.28,Bus,Bus
W_E06405,357,985,0.3639,4.37,3,7.37,Bus,Bus
W_E06406,985,357,0.3639,4.37,3,7.37,Bus,Bus
W_E06407,357,986,0.7647,9.18,3,12.18,Bus,Bus
W_E06408,986,357,0.7647,9.18,3,12.18,Bus,Bus
W_E06409,357,987,0.7758,9.31,3,12.31,Bus,Bus
W_E06410,987,357,0.7758,9.31,3,12.31,Bus,Bus
W_E06411,357,T1_MADAN,0.9954,11.94,3,14.94,Bus,Telepherique
W_E06412,T1_MADAN,357,0.9954,11.94,3,14.94,Telepherique,Bus
W_E06413,358,840,0.9539,11.45,3,14.45,Bus,Bus
W_E06414,840,358,0.9539,11.45,3,14.45,Bus,Bus
W_E06415,358,841,0.9403,11.28,3,14.28,Bus,Bus
W_E06416,841,358,0.9403,11.28,3,14.28,Bus,Bus
W_E06417,358,981,0.8791,10.55,3,13.55,Bus,Bus
W_E06418,981,358,0.8791,10.55,3,13.55,Bus,Bus
W_E06419,358,982,0.9341,11.21,3,14.21,Bus,Bus
W_E06420,982,358,0.9341,11.21,3,14.21,Bus,Bus
W_E06421,358,984,0.4562,5.47,3,8.47,Bus,Bus
W_E06422,984,358,0.4562,5.47,3,8.47,Bus,Bus
W_E06423,358,985,0.4482,5.38,3,8.38,Bus,Bus
W_E06424,985,358,0.4482,5.38,3,8.38,Bus,Bus
W_E06425,358,989,0.9994,11.99,3,14.99,Bus,Bus
W_E06426,989,358,0.9994,11.99,3,14.99,Bus,Bus
W_E06427,359,840,0.8998,10.8,3,13.8,Bus,Bus
W_E06428,840,359,0.8998,10.8,3,13.8,Bus,Bus
W_E06429,359,841,0.8857,10.63,3,13.63,Bus,Bus
W_E06430,841,359,0.8857,10.63,3,13.63,Bus,Bus
W_E06431,359,981,0.8813,10.58,3,13.58,Bus,Bus
W_E06432,981,359,0.8813,10.58,3,13.58,Bus,Bus
W_E06433,359,982,0.9255,11.11,3,14.11,Bus,Bus
W_E06434,982,359,0.9255,11.11,3,14.11,Bus,Bus
W_E06435,359,984,0.5358,6.43,3,9.43,Bus,Bus
W_E06436,984,359,0.5358,6.43,3,9.43,Bus,Bus
W_E06437,359,985,0.5279,6.33,3,9.33,Bus,Bus
W_E06438,985,359,0.5279,6.33,3,9.33,Bus,Bus
W_E06439,359,989,0.9738,11.69,3,14.69,Bus,Bus
W_E06440,989,359,0.9738,11.69,3,14.69,Bus,Bus
W_E06441,359,990,0.9909,11.89,3,14.89,Bus,Bus
W_E06442,990,359,0.9909,11.89,3,14.89,Bus,Bus
W_E06443,360,816,0.1351,1.62,3,4.62,Bus,Bus
W_E06444,816,360,0.1351,1.62,3,4.62,Bus,Bus
W_E06445,360,817,0.3337,4.0,3,7.0,Bus,Bus
W_E06446,817,360,0.3337,4.0,3,7.0,Bus,Bus
W_E06447,360,824,0.7952,9.54,3,12.54,Bus,Bus
W_E06448,824,360,0.7952,9.54,3,12.54,Bus,Bus
W_E06449,360,825,0.8346,10.01,3,13.01,Bus,Bus
W_E06450,825,360,0.8346,10.01,3,13.01,Bus,Bus
W_E06451,360,826,0.8405,10.09,3,13.09,Bus,Bus
W_E06452,826,360,0.8405,10.09,3,13.09,Bus,Bus
W_E06453,360,834,0.6799,8.16,3,11.16,Bus,Bus
W_E06454,834,360,0.6799,8.16,3,11.16,Bus,Bus
W_E06455,361,363,0.72,8.64,3,11.64,Bus,Bus
W_E06456,363,361,0.72,8.64,3,11.64,Bus,Bus
W_E06457,361,364,0.7137,8.56,3,11.56,Bus,Bus
W_E06458,364,361,0.7137,8.56,3,11.56,Bus,Bus
W_E06459,361,365,0.6827,8.19,3,11.19,Bus,Bus
W_E06460,365,361,0.6827,8.19,3,11.19,Bus,Bus
W_E06461,362,363,0.8605,10.33,3,13.33,Bus,Bus
W_E06462,363,362,0.8605,10.33,3,13.33,Bus,Bus
W_E06463,362,364,0.8529,10.24,3,13.24,Bus,Bus
W_E06464,364,362,0.8529,10.24,3,13.24,Bus,Bus
W_E06465,362,365,0.8261,9.91,3,12.91,Bus,Bus
W_E06466,365,362,0.8261,9.91,3,12.91,Bus,Bus
W_E06467,363,486,0.8721,10.47,3,13.47,Bus,Bus
W_E06468,486,363,0.8721,10.47,3,13.47,Bus,Bus
W_E06469,363,487,0.3409,4.09,3,7.09,Bus,Bus
W_E06470,487,363,0.3409,4.09,3,7.09,Bus,Bus
W_E06471,363,488,0.3334,4.0,3,7.0,Bus,Bus
W_E06472,488,363,0.3334,4.0,3,7.0,Bus,Bus
W_E06473,364,486,0.8933,10.72,3,13.72,Bus,Bus
W_E06474,486,364,0.8933,10.72,3,13.72,Bus,Bus
W_E06475,364,487,0.3428,4.11,3,7.11,Bus,Bus
W_E06476,487,364,0.3428,4.11,3,7.11,Bus,Bus
W_E06477,364,488,0.3367,4.04,3,7.04,Bus,Bus
W_E06478,488,364,0.3367,4.04,3,7.04,Bus,Bus
W_E06479,365,366,0.9805,11.77,3,14.77,Bus,Bus
W_E06480,366,365,0.9805,11.77,3,14.77,Bus,Bus
W_E06481,365,485,0.9977,11.97,3,14.97,Bus,Bus
W_E06482,485,365,0.9977,11.97,3,14.97,Bus,Bus
W_E06483,365,486,0.8583,10.3,3,13.3,Bus,Bus
W_E06484,486,365,0.8583,10.3,3,13.3,Bus,Bus
W_E06485,365,487,0.3926,4.71,3,7.71,Bus,Bus
W_E06486,487,365,0.3926,4.71,3,7.71,Bus,Bus
W_E06487,365,488,0.3829,4.6,3,7.6,Bus,Bus
W_E06488,488,365,0.3829,4.6,3,7.6,Bus,Bus
W_E06489,368,370,0.8777,10.53,3,13.53,Bus,Bus
W_E06490,370,368,0.8777,10.53,3,13.53,Bus,Bus
W_E06491,368,371,0.8668,10.4,3,13.4,Bus,Bus
W_E06492,371,368,0.8668,10.4,3,13.4,Bus,Bus
W_E06493,369,370,0.8786,10.54,3,13.54,Bus,Bus
W_E06494,370,369,0.8786,10.54,3,13.54,Bus,Bus
W_E06495,369,371,0.868,10.42,3,13.42,Bus,Bus
W_E06496,371,369,0.868,10.42,3,13.42,Bus,Bus
W_E06497,373,376,0.5936,7.12,3,10.12,Bus,Bus
W_E06498,376,373,0.5936,7.12,3,10.12,Bus,Bus
W_E06499,374,376,0.6107,7.33,3,10.33,Bus,Bus
W_E06500,376,374,0.6107,7.33,3,10.33,Bus,Bus
W_E06501,375,1115,0.8075,9.69,3,12.69,Bus,Bus
W_E06502,1115,375,0.8075,9.69,3,12.69,Bus,Bus
W_E06503,375,1116,0.8144,9.77,3,12.77,Bus,Bus
W_E06504,1116,375,0.8144,9.77,3,12.77,Bus,Bus
W_E06505,375,1117,0.8079,9.7,3,12.7,Bus,Bus
W_E06506,1117,375,0.8079,9.7,3,12.7,Bus,Bus
W_E06507,375,1118,0.8204,9.84,3,12.84,Bus,Bus
W_E06508,1118,375,0.8204,9.84,3,12.84,Bus,Bus
W_E06509,376,385,0.7432,8.92,3,11.92,Bus,Bus
W_E06510,385,376,0.7432,8.92,3,11.92,Bus,Bus
W_E06511,386,390,0.5849,7.02,3,10.02,Bus,Bus
W_E06512,390,386,0.5849,7.02,3,10.02,Bus,Bus
W_E06513,386,391,0.5653,6.78,3,9.78,Bus,Bus
W_E06514,391,386,0.5653,6.78,3,9.78,Bus,Bus
W_E06515,386,680,0.8932,10.72,3,13.72,Bus,Bus
W_E06516,680,386,0.8932,10.72,3,13.72,Bus,Bus
W_E06517,386,TRN_BIR_TOUTA,0.6434,7.72,3,10.72,Bus,Train
W_E06518,TRN_BIR_TOUTA,386,0.6434,7.72,3,10.72,Train,Bus
W_E06519,387,390,0.5866,7.04,3,10.04,Bus,Bus
W_E06520,390,387,0.5866,7.04,3,10.04,Bus,Bus
W_E06521,387,391,0.5664,6.8,3,9.8,Bus,Bus
