from_stop_id,to_stop_id,distance_km,time_min,co2_g,transport_type
M1_1MAI,990,0.8359,13.03,0.0,walk
990,M1_1MAI,0.8359,13.03,0.0,walk
M1_1MAI,991,0.5879,10.05,0.0,walk
991,M1_1MAI,0.5879,10.05,0.0,walk
M1_1MAI,992,0.5916,10.1,0.0,walk
992,M1_1MAI,0.5916,10.1,0.0,walk
M1_1MAI,993,0.9448,14.34,0.0,walk
993,M1_1MAI,0.9448,14.34,0.0,walk
M1_1MAI,994,0.9799,14.76,0.0,walk
994,M1_1MAI,0.9799,14.76,0.0,walk
M1_1MAI,995,0.1206,4.45,0.0,walk
995,M1_1MAI,0.1206,4.45,0.0,walk
M1_1MAI,996,0.0897,4.08,0.0,walk
996,M1_1MAI,0.0897,4.08,0.0,walk
M1_1MAI,997,0.0282,3.34,0.0,walk
997,M1_1MAI,0.0282,3.34,0.0,walk
M1_1MAI,998,0.0081,3.1,0.0,walk
998,M1_1MAI,0.0081,3.1,0.0,walk
M1_1MAI,999,0.0983,4.18,0.0,walk
999,M1_1MAI,0.0983,4.18,0.0,walk
M1_1MAI,1000,0.834,13.01,0.0,walk
1000,M1_1MAI,0.834,13.01,0.0,walk
M1_1MAI,TRN_AGHA,0.8675,13.41,0.0,walk
TRN_AGHA,M1_1MAI,0.8675,13.41,0.0,walk
M1_1MAI,TRN_ATELIERS,0.9295,14.15,0.0,walk
TRN_ATELIERS,M1_1MAI,0.9295,14.15,0.0,walk
M1_AISSAT,56,0.4323,8.19,0.0,walk
56,M1_AISSAT,0.4323,8.19,0.0,walk
M1_AISSAT,62,0.9892,14.87,0.0,walk
62,M1_AISSAT,0.9892,14.87,0.0,walk
M1_AISSAT,64,0.9891,14.87,0.0,walk
64,M1_AISSAT,0.9891,14.87,0.0,walk
M1_AISSAT,76,0.8415,13.1,0.0,walk
76,M1_AISSAT,0.8415,13.1,0.0,walk
M1_AISSAT,77,0.9321,14.19,0.0,walk
77,M1_AISSAT,0.9321,14.19,0.0,walk
M1_AISSAT,346,0.867,13.4,0.0,walk
346,M1_AISSAT,0.867,13.4,0.0,walk
M1_AISSAT,347,0.871,13.45,0.0,walk
347,M1_AISSAT,0.871,13.45,0.0,walk
M1_AISSAT,563,0.4994,8.99,0.0,walk
563,M1_AISSAT,0.4994,8.99,0.0,walk
M1_AISSAT,570,0.9934,14.92,0.0,walk
570,M1_AISSAT,0.9934,14.92,0.0,walk
M1_AISSAT,571,0.2934,6.52,0.0,walk
571,M1_AISSAT,0.2934,6.52,0.0,walk
M1_AISSAT,572,0.5207,9.25,0.0,walk
572,M1_AISSAT,0.5207,9.25,0.0,walk
M1_AISSAT,574,0.9429,14.31,0.0,walk
574,M1_AISSAT,0.9429,14.31,0.0,walk
M1_AISSAT,991,0.0448,3.54,0.0,walk
991,M1_AISSAT,0.0448,3.54,0.0,walk
M1_AISSAT,992,0.0218,3.26,0.0,walk
992,M1_AISSAT,0.0218,3.26,0.0,walk
M1_AISSAT,995,0.47,8.64,0.0,walk
995,M1_AISSAT,0.47,8.64,0.0,walk
M1_AISSAT,996,0.5017,9.02,0.0,walk
996,M1_AISSAT,0.5017,9.02,0.0,walk
M1_AISSAT,997,0.5572,9.69,0.0,walk
997,M1_AISSAT,0.5572,9.69,0.0,walk
M1_AISSAT,998,0.5777,9.93,0.0,walk
998,M1_AISSAT,0.5777,9.93,0.0,walk
M1_AISSAT,999,0.5255,9.31,0.0,walk
999,M1_AISSAT,0.5255,9.31,0.0,walk
M1_AISSAT,T1_HAMMA,0.9964,14.96,0.0,walk
T1_HAMMA,M1_AISSAT,0.9964,14.96,0.0,walk
M1_AISSAT,TRN_ATELIERS,0.3456,7.15,0.0,walk
TRN_ATELIERS,M1_AISSAT,0.3456,7.15,0.0,walk
M1_HAMMA,56,0.3929,7.71,0.0,walk
56,M1_HAMMA,0.3929,7.71,0.0,walk
M1_HAMMA,331,0.8512,13.21,0.0,walk
331,M1_HAMMA,0.8512,13.21,0.0,walk
M1_HAMMA,332,0.7224,11.67,0.0,walk
332,M1_HAMMA,0.7224,11.67,0.0,walk
M1_HAMMA,333,0.7128,11.55,0.0,walk
333,M1_HAMMA,0.7128,11.55,0.0,walk
M1_HAMMA,334,0.825,12.9,0.0,walk
334,M1_HAMMA,0.825,12.9,0.0,walk
M1_HAMMA,335,0.8172,12.81,0.0,walk
335,M1_HAMMA,0.8172,12.81,0.0,walk
M1_HAMMA,336,0.7671,12.21,0.0,walk
336,M1_HAMMA,0.7671,12.21,0.0,walk
M1_HAMMA,337,0.7424,11.91,0.0,walk
337,M1_HAMMA,0.7424,11.91,0.0,walk
M1_HAMMA,344,0.8989,13.79,0.0,walk
344,M1_HAMMA,0.8989,13.79,0.0,walk
M1_HAMMA,345,0.8895,13.67,0.0,walk
345,M1_HAMMA,0.8895,13.67,0.0,walk
M1_HAMMA,346,0.8584,13.3,0.0,walk
346,M1_HAMMA,0.8584,13.3,0.0,walk
M1_HAMMA,347,0.8686,13.42,0.0,walk
347,M1_HAMMA,0.8686,13.42,0.0,walk
M1_HAMMA,563,0.2426,5.91,0.0,walk
563,M1_HAMMA,0.2426,5.91,0.0,walk
M1_HAMMA,566,0.5504,9.61,0.0,walk
566,M1_HAMMA,0.5504,9.61,0.0,walk
M1_HAMMA,568,0.9502,14.4,0.0,walk
568,M1_HAMMA,0.9502,14.4,0.0,walk
M1_HAMMA,569,0.8864,13.64,0.0,walk
569,M1_HAMMA,0.8864,13.64,0.0,walk
M1_HAMMA,570,0.3894,7.67,0.0,walk
570,M1_HAMMA,0.3894,7.67,0.0,walk
M1_HAMMA,571,0.6178,10.41,0.0,walk
571,M1_HAMMA,0.6178,10.41,0.0,walk
M1_HAMMA,572,0.3711,7.45,0.0,walk
572,M1_HAMMA,0.3711,7.45,0.0,walk
M1_HAMMA,574,0.3405,7.09,0.0,walk
574,M1_HAMMA,0.3405,7.09,0.0,walk
M1_HAMMA,991,0.6402,10.68,0.0,walk
991,M1_HAMMA,0.6402,10.68,0.0,walk
M1_HAMMA,992,0.641,10.69,0.0,walk
992,M1_HAMMA,0.641,10.69,0.0,walk
M1_HAMMA,T1_HAMMA,0.3888,7.67,0.0,walk
T1_HAMMA,M1_HAMMA,0.3888,7.67,0.0,walk
M1_HAMMA,T1_MADAN,0.576,9.91,0.0,walk
T1_MADAN,M1_HAMMA,0.576,9.91,0.0,walk
M1_HAMMA,T2_JARDN,0.9854,14.82,0.0,walk
T2_JARDN,M1_HAMMA,0.9854,14.82,0.0,walk
M1_HAMMA,TRN_ATELIERS,0.3599,7.32,0.0,walk
TRN_ATELIERS,M1_HAMMA,0.3599,7.32,0.0,walk
M1_JARDIN,266,0.9667,14.6,0.0,walk
266,M1_JARDIN,0.9667,14.6,0.0,walk
M1_JARDIN,268,0.9795,14.75,0.0,walk
268,M1_JARDIN,0.9795,14.75,0.0,walk
M1_JARDIN,332,0.7539,12.05,0.0,walk
332,M1_JARDIN,0.7539,12.05,0.0,walk
M1_JARDIN,333,0.7568,12.08,0.0,walk
333,M1_JARDIN,0.7568,12.08,0.0,walk
M1_JARDIN,334,0.5829,9.99,0.0,walk
334,M1_JARDIN,0.5829,9.99,0.0,walk
M1_JARDIN,335,0.5696,9.84,0.0,walk
335,M1_JARDIN,0.5696,9.84,0.0,walk
M1_JARDIN,338,0.8521,13.23,0.0,walk
338,M1_JARDIN,0.8521,13.23,0.0,walk
M1_JARDIN,339,0.8399,13.08,0.0,walk
339,M1_JARDIN,0.8399,13.08,0.0,walk
M1_JARDIN,340,0.9908,14.89,0.0,walk
340,M1_JARDIN,0.9908,14.89,0.0,walk
M1_JARDIN,341,0.9435,14.32,0.0,walk
341,M1_JARDIN,0.9435,14.32,0.0,walk
M1_JARDIN,344,0.4237,8.08,0.0,walk
344,M1_JARDIN,0.4237,8.08,0.0,walk
M1_JARDIN,345,0.4203,8.04,0.0,walk
345,M1_JARDIN,0.4203,8.04,0.0,walk
M1_JARDIN,348,0.8348,13.02,0.0,walk
348,M1_JARDIN,0.8348,13.02,0.0,walk
M1_JARDIN,349,0.8312,12.97,0.0,walk
349,M1_JARDIN,0.8312,12.97,0.0,walk
M1_JARDIN,564,0.8719,13.46,0.0,walk
564,M1_JARDIN,0.8719,13.46,0.0,walk
M1_JARDIN,565,0.6099,10.32,0.0,walk
565,M1_JARDIN,0.6099,10.32,0.0,walk
M1_JARDIN,566,0.3753,7.5,0.0,walk
566,M1_JARDIN,0.3753,7.5,0.0,walk
M1_JARDIN,568,0.0596,3.72,0.0,walk
568,M1_JARDIN,0.0596,3.72,0.0,walk
M1_JARDIN,569,0.5346,9.42,0.0,walk
569,M1_JARDIN,0.5346,9.42,0.0,walk
M1_JARDIN,570,0.6187,10.42,0.0,walk
570,M1_JARDIN,0.6187,10.42,0.0,walk
M1_JARDIN,574,0.6628,10.95,0.0,walk
574,M1_JARDIN,0.6628,10.95,0.0,walk
M1_JARDIN,T1_HAMMA,0.6172,10.41,0.0,walk
T1_HAMMA,M1_JARDIN,0.6172,10.41,0.0,walk
M1_JARDIN,T1_MADAN,0.6528,10.83,0.0,walk
T1_MADAN,M1_JARDIN,0.6528,10.83,0.0,walk
M1_JARDIN,T2_JARDN,0.0952,4.14,0.0,walk
T2_JARDN,M1_JARDIN,0.0952,4.14,0.0,walk
M1_JARDIN,T2_MEMOR,0.2777,6.33,0.0,walk
T2_MEMOR,M1_JARDIN,0.2777,6.33,0.0,walk
M1_FUSILLES,TR01,0.0672,3.81,0.0,walk
TR01,M1_FUSILLES,0.0672,3.81,0.0,walk
M1_FUSILLES,TR02,0.2363,5.84,0.0,walk
TR02,M1_FUSILLES,0.2363,5.84,0.0,walk
M1_FUSILLES,TR03,0.8767,13.52,0.0,walk
TR03,M1_FUSILLES,0.8767,13.52,0.0,walk
M1_FUSILLES,239,0.9975,14.97,0.0,walk
239,M1_FUSILLES,0.9975,14.97,0.0,walk
M1_FUSILLES,244,0.958,14.5,0.0,walk
244,M1_FUSILLES,0.958,14.5,0.0,walk
M1_FUSILLES,245,0.9526,14.43,0.0,walk
245,M1_FUSILLES,0.9526,14.43,0.0,walk
M1_FUSILLES,248,0.9904,14.89,0.0,walk
248,M1_FUSILLES,0.9904,14.89,0.0,walk
M1_FUSILLES,252,0.0391,3.47,0.0,walk
252,M1_FUSILLES,0.0391,3.47,0.0,walk
M1_FUSILLES,264,0.6104,10.32,0.0,walk
264,M1_FUSILLES,0.6104,10.32,0.0,walk
M1_FUSILLES,265,0.5975,10.17,0.0,walk
265,M1_FUSILLES,0.5975,10.17,0.0,walk
M1_FUSILLES,266,0.232,5.78,0.0,walk
266,M1_FUSILLES,0.232,5.78,0.0,walk
M1_FUSILLES,267,0.176,5.11,0.0,walk
267,M1_FUSILLES,0.176,5.11,0.0,walk
M1_FUSILLES,268,0.1992,5.39,0.0,walk
268,M1_FUSILLES,0.1992,5.39,0.0,walk
M1_FUSILLES,269,0.0943,4.13,0.0,walk
269,M1_FUSILLES,0.0943,4.13,0.0,walk
M1_FUSILLES,348,0.7434,11.92,0.0,walk
348,M1_FUSILLES,0.7434,11.92,0.0,walk
M1_FUSILLES,349,0.7477,11.97,0.0,walk
349,M1_FUSILLES,0.7477,11.97,0.0,walk
M1_FUSILLES,564,0.3137,6.76,0.0,walk
564,M1_FUSILLES,0.3137,6.76,0.0,walk
M1_FUSILLES,565,0.426,8.11,0.0,walk
565,M1_FUSILLES,0.426,8.11,0.0,walk
M1_FUSILLES,567,0.5974,10.17,0.0,walk
567,M1_FUSILLES,0.5974,10.17,0.0,walk
M1_FUSILLES,568,0.9829,14.79,0.0,walk
568,M1_FUSILLES,0.9829,14.79,0.0,walk
M1_FUSILLES,829,0.8286,12.94,0.0,walk
829,M1_FUSILLES,0.8286,12.94,0.0,walk
M1_FUSILLES,830,0.7988,12.59,0.0,walk
830,M1_FUSILLES,0.7988,12.59,0.0,walk
M1_FUSILLES,831,0.2874,6.45,0.0,walk
831,M1_FUSILLES,0.2874,6.45,0.0,walk
M1_FUSILLES,832,0.7541,12.05,0.0,walk
832,M1_FUSILLES,0.7541,12.05,0.0,walk
M1_FUSILLES,833,0.4355,8.23,0.0,walk
833,M1_FUSILLES,0.4355,8.23,0.0,walk
M1_FUSILLES,T2_JARDN,0.9531,14.44,0.0,walk
T2_JARDN,M1_FUSILLES,0.9531,14.44,0.0,walk
M1_FUSILLES,T3_FUSIL,0.0605,3.73,0.0,walk
T3_FUSIL,M1_FUSILLES,0.0605,3.73,0.0,walk
M1_FUSILLES,T3_PALAC,0.4352,8.22,0.0,walk
T3_PALAC,M1_FUSILLES,0.4352,8.22,0.0,walk
M1_AMIROU,TR03,0.8298,12.96,0.0,walk
TR03,M1_AMIROU,0.8298,12.96,0.0,walk
M1_AMIROU,TR04,0.6301,10.56,0.0,walk
TR04,M1_AMIROU,0.6301,10.56,0.0,walk
M1_AMIROU,TR05,0.8844,13.61,0.0,walk
TR05,M1_AMIROU,0.8844,13.61,0.0,walk
M1_AMIROU,237,0.8399,13.08,0.0,walk
237,M1_AMIROU,0.8399,13.08,0.0,walk
M1_AMIROU,239,0.8402,13.08,0.0,walk
239,M1_AMIROU,0.8402,13.08,0.0,walk
M1_AMIROU,244,0.3118,6.74,0.0,walk
244,M1_AMIROU,0.3118,6.74,0.0,walk
M1_AMIROU,245,0.3117,6.74,0.0,walk
245,M1_AMIROU,0.3117,6.74,0.0,walk
M1_AMIROU,264,0.5763,9.92,0.0,walk
264,M1_AMIROU,0.5763,9.92,0.0,walk
M1_AMIROU,265,0.5912,10.09,0.0,walk
265,M1_AMIROU,0.5912,10.09,0.0,walk
M1_AMIROU,366,0.95,14.4,0.0,walk
366,M1_AMIROU,0.95,14.4,0.0,walk
M1_AMIROU,367,0.9818,14.78,0.0,walk
367,M1_AMIROU,0.9818,14.78,0.0,walk
M1_AMIROU,810,0.0196,3.24,0.0,walk
810,M1_AMIROU,0.0196,3.24,0.0,walk
M1_AMIROU,811,0.0519,3.62,0.0,walk
811,M1_AMIROU,0.0519,3.62,0.0,walk
M1_AMIROU,818,0.9592,14.51,0.0,walk
818,M1_AMIROU,0.9592,14.51,0.0,walk
M1_AMIROU,819,0.8103,12.72,0.0,walk
819,M1_AMIROU,0.8103,12.72,0.0,walk
M1_AMIROU,823,0.9974,14.97,0.0,walk
823,M1_AMIROU,0.9974,14.97,0.0,walk
M1_AMIROU,827,0.6019,10.22,0.0,walk
827,M1_AMIROU,0.6019,10.22,0.0,walk
M1_AMIROU,828,0.6059,10.27,0.0,walk
828,M1_AMIROU,0.6059,10.27,0.0,walk
M1_AMIROU,829,0.3326,6.99,0.0,walk
829,M1_AMIROU,0.3326,6.99,0.0,walk
M1_AMIROU,830,0.3614,7.34,0.0,walk
830,M1_AMIROU,0.3614,7.34,0.0,walk
M1_AMIROU,831,0.9186,14.02,0.0,walk
831,M1_AMIROU,0.9186,14.02,0.0,walk
M1_AMIROU,833,0.8161,12.79,0.0,walk
833,M1_AMIROU,0.8161,12.79,0.0,walk
M1_AMIROU,TRN_HUSSEIN_DAY,0.7813,12.38,0.0,walk
TRN_HUSSEIN_DAY,M1_AMIROU,0.7813,12.38,0.0,walk
M1_MER_SOL,TR05,0.8263,12.92,0.0,walk
TR05,M1_MER_SOL,0.8263,12.92,0.0,walk
M1_MER_SOL,244,0.9337,14.2,0.0,walk
244,M1_MER_SOL,0.9337,14.2,0.0,walk
M1_MER_SOL,245,0.938,14.26,0.0,walk
245,M1_MER_SOL,0.938,14.26,0.0,walk
M1_MER_SOL,361,0.4138,7.97,0.0,walk
361,M1_MER_SOL,0.4138,7.97,0.0,walk
M1_MER_SOL,362,0.3613,7.34,0.0,walk
362,M1_MER_SOL,0.3613,7.34,0.0,walk
M1_MER_SOL,366,0.2308,5.77,0.0,walk
366,M1_MER_SOL,0.2308,5.77,0.0,walk
M1_MER_SOL,367,0.2796,6.35,0.0,walk
367,M1_MER_SOL,0.2796,6.35,0.0,walk
M1_MER_SOL,810,0.753,12.04,0.0,walk
810,M1_MER_SOL,0.753,12.04,0.0,walk
M1_MER_SOL,811,0.7815,12.38,0.0,walk
811,M1_MER_SOL,0.7815,12.38,0.0,walk
M1_MER_SOL,827,0.1458,4.75,0.0,walk
827,M1_MER_SOL,0.1458,4.75,0.0,walk
M1_MER_SOL,828,0.1387,4.66,0.0,walk
828,M1_MER_SOL,0.1387,4.66,0.0,walk
M1_HAI_BADR,361,0.5394,9.47,0.0,walk
361,M1_HAI_BADR,0.5394,9.47,0.0,walk
M1_HAI_BADR,362,0.6782,11.14,0.0,walk
362,M1_HAI_BADR,0.6782,11.14,0.0,walk
M1_HAI_BADR,363,0.1832,5.2,0.0,walk
363,M1_HAI_BADR,0.1832,5.2,0.0,walk
M1_HAI_BADR,364,0.1748,5.1,0.0,walk
364,M1_HAI_BADR,0.1748,5.1,0.0,walk
M1_HAI_BADR,365,0.1611,4.93,0.0,walk
365,M1_HAI_BADR,0.1611,4.93,0.0,walk
M1_HAI_BADR,366,0.8399,13.08,0.0,walk
366,M1_HAI_BADR,0.8399,13.08,0.0,walk
M1_HAI_BADR,367,0.8734,13.48,0.0,walk
367,M1_HAI_BADR,0.8734,13.48,0.0,walk
M1_HAI_BADR,487,0.515,9.18,0.0,walk
487,M1_HAI_BADR,0.515,9.18,0.0,walk
M1_HAI_BADR,488,0.5102,9.12,0.0,walk
488,M1_HAI_BADR,0.5102,9.12,0.0,walk
M1_HAI_BADR,827,0.9841,14.81,0.0,walk
827,M1_HAI_BADR,0.9841,14.81,0.0,walk
M1_HAI_BADR,828,0.9846,14.81,0.0,walk
828,M1_HAI_BADR,0.9846,14.81,0.0,walk
M1_TENNIS,10,0.9,13.8,0.0,walk
10,M1_TENNIS,0.9,13.8,0.0,walk
M1_TENNIS,487,0.8819,13.58,0.0,walk
487,M1_TENNIS,0.8819,13.58,0.0,walk
M1_TENNIS,488,0.9041,13.85,0.0,walk
488,M1_TENNIS,0.9041,13.85,0.0,walk
M1_TENNIS,609,0.5099,9.12,0.0,walk
609,M1_TENNIS,0.5099,9.12,0.0,walk
M1_TENNIS,610,0.5716,9.86,0.0,walk
610,M1_TENNIS,0.5716,9.86,0.0,walk
M1_TENNIS,613,0.3746,7.49,0.0,walk
613,M1_TENNIS,0.3746,7.49,0.0,walk
M1_TENNIS,614,0.3537,7.24,0.0,walk
614,M1_TENNIS,0.3537,7.24,0.0,walk
M1_TENNIS,619,0.847,13.16,0.0,walk
619,M1_TENNIS,0.847,13.16,0.0,walk
M1_TENNIS,622,0.0471,3.57,0.0,walk
622,M1_TENNIS,0.0471,3.57,0.0,walk
M1_BACHJA,10,0.1607,4.93,0.0,walk
10,M1_BACHJA,0.1607,4.93,0.0,walk
M1_BACHJA,483,0.6667,11.0,0.0,walk
483,M1_BACHJA,0.6667,11.0,0.0,walk
M1_BACHJA,484,0.7531,12.04,0.0,walk
484,M1_BACHJA,0.7531,12.04,0.0,walk
M1_BACHJA,609,0.2595,6.11,0.0,walk
609,M1_BACHJA,0.2595,6.11,0.0,walk
M1_BACHJA,610,0.1932,5.32,0.0,walk
610,M1_BACHJA,0.1932,5.32,0.0,walk
M1_BACHJA,615,0.4495,8.39,0.0,walk
615,M1_BACHJA,0.4495,8.39,0.0,walk
M1_BACHJA,616,0.5415,9.5,0.0,walk
616,M1_BACHJA,0.5415,9.5,0.0,walk
M1_BACHJA,619,0.1081,4.3,0.0,walk
619,M1_BACHJA,0.1081,4.3,0.0,walk
M1_BACHJA,622,0.7703,12.24,0.0,walk
622,M1_BACHJA,0.7703,12.24,0.0,walk
M1_H_GARE,TR09,0.9011,13.81,0.0,walk
TR09,M1_H_GARE,0.9011,13.81,0.0,walk
M1_H_GARE,TR10,0.8896,13.68,0.0,walk
TR10,M1_H_GARE,0.8896,13.68,0.0,walk
M1_H_GARE,4,0.1212,4.45,0.0,walk
4,M1_H_GARE,0.1212,4.45,0.0,walk
M1_H_GARE,81,0.7326,11.79,0.0,walk
81,M1_H_GARE,0.7326,11.79,0.0,walk
M1_H_GARE,84,0.3917,7.7,0.0,walk
84,M1_H_GARE,0.3917,7.7,0.0,walk
M1_H_GARE,85,0.3733,7.48,0.0,walk
85,M1_H_GARE,0.3733,7.48,0.0,walk
M1_H_GARE,86,0.9093,13.91,0.0,walk
86,M1_H_GARE,0.9093,13.91,0.0,walk
M1_H_GARE,87,0.1281,4.54,0.0,walk
87,M1_H_GARE,0.1281,4.54,0.0,walk
M1_H_GARE,483,0.5615,9.74,0.0,walk
483,M1_H_GARE,0.5615,9.74,0.0,walk
M1_H_GARE,484,0.476,8.71,0.0,walk
484,M1_H_GARE,0.476,8.71,0.0,walk
M1_H_GARE,615,0.7626,12.15,0.0,walk
615,M1_H_GARE,0.7626,12.15,0.0,walk
M1_H_GARE,616,0.6803,11.16,0.0,walk
616,M1_H_GARE,0.6803,11.16,0.0,walk
M1_H_GARE,1128,0.9338,14.21,0.0,walk
1128,M1_H_GARE,0.9338,14.21,0.0,walk
M1_H_GARE,TRN_KHRUBA,0.5686,9.82,0.0,walk
TRN_KHRUBA,M1_H_GARE,0.5686,9.82,0.0,walk
M1_H_GARE,TRn_HARRACH,0.5244,9.29,0.0,walk
TRn_HARRACH,M1_H_GARE,0.5244,9.29,0.0,walk
M1_H_CENTRE,TR10,0.8441,13.13,0.0,walk
TR10,M1_H_CENTRE,0.8441,13.13,0.0,walk
M1_H_CENTRE,TR11,0.8269,12.92,0.0,walk
TR11,M1_H_CENTRE,0.8269,12.92,0.0,walk
M1_H_CENTRE,4,0.4288,8.15,0.0,walk
4,M1_H_CENTRE,0.4288,8.15,0.0,walk
M1_H_CENTRE,82,0.8171,12.81,0.0,walk
82,M1_H_CENTRE,0.8171,12.81,0.0,walk
M1_H_CENTRE,83,0.8807,13.57,0.0,walk
83,M1_H_CENTRE,0.8807,13.57,0.0,walk
M1_H_CENTRE,84,0.1707,5.05,0.0,walk
84,M1_H_CENTRE,0.1707,5.05,0.0,walk
M1_H_CENTRE,85,0.1761,5.11,0.0,walk
85,M1_H_CENTRE,0.1761,5.11,0.0,walk
M1_H_CENTRE,86,0.8533,13.24,0.0,walk
86,M1_H_CENTRE,0.8533,13.24,0.0,walk
M1_H_CENTRE,87,0.4221,8.06,0.0,walk
87,M1_H_CENTRE,0.4221,8.06,0.0,walk
M1_H_CENTRE,1124,0.9751,14.7,0.0,walk
1124,M1_H_CENTRE,0.9751,14.7,0.0,walk
M1_H_CENTRE,1125,0.9446,14.34,0.0,walk
1125,M1_H_CENTRE,0.9446,14.34,0.0,walk
M1_H_CENTRE,1128,0.8541,13.25,0.0,walk
1128,M1_H_CENTRE,0.8541,13.25,0.0,walk
M1_H_CENTRE,TRN_KHRUBA,0.5133,9.16,0.0,walk
TRN_KHRUBA,M1_H_CENTRE,0.5133,9.16,0.0,walk
M1_H_CENTRE,TRn_HARRACH,0.7283,11.74,0.0,walk
TRn_HARRACH,M1_H_CENTRE,0.7283,11.74,0.0,walk
M1_ATELIER,485,0.865,13.38,0.0,walk
485,M1_ATELIER,0.865,13.38,0.0,walk
M1_ATELIER,486,0.917,14.0,0.0,walk
486,M1_ATELIER,0.917,14.0,0.0,walk
M1_ATELIER,487,0.6729,11.07,0.0,walk
487,M1_ATELIER,0.6729,11.07,0.0,walk
M1_ATELIER,488,0.6761,11.11,0.0,walk
488,M1_ATELIER,0.6761,11.11,0.0,walk
M1_ATELIER,607,0.2426,5.91,0.0,walk
607,M1_ATELIER,0.2426,5.91,0.0,walk
M1_ATELIER,608,0.247,5.96,0.0,walk
608,M1_ATELIER,0.247,5.96,0.0,walk
M1_ATELIER,613,0.7043,11.45,0.0,walk
613,M1_ATELIER,0.7043,11.45,0.0,walk
M1_ATELIER,614,0.7236,11.68,0.0,walk
614,M1_ATELIER,0.7236,11.68,0.0,walk
M1_ATELIER,620,0.6301,10.56,0.0,walk
620,M1_ATELIER,0.6301,10.56,0.0,walk
M1_ATELIER,621,0.5334,9.4,0.0,walk
621,M1_ATELIER,0.5334,9.4,0.0,walk
M1_ATELIER,622,0.9827,14.79,0.0,walk
622,M1_ATELIER,0.9827,14.79,0.0,walk
M1_ATELIER,800,0.7328,11.79,0.0,walk
800,M1_ATELIER,0.7328,11.79,0.0,walk
M1_ATELIER,801,0.7308,11.77,0.0,walk
801,M1_ATELIER,0.7308,11.77,0.0,walk
M1_GUE_CON,607,0.771,12.25,0.0,walk
607,M1_GUE_CON,0.771,12.25,0.0,walk
M1_GUE_CON,608,0.7672,12.21,0.0,walk
608,M1_GUE_CON,0.7672,12.21,0.0,walk
M1_GUE_CON,620,0.4828,8.79,0.0,walk
620,M1_GUE_CON,0.4828,8.79,0.0,walk
M1_GUE_CON,621,0.5455,9.55,0.0,walk
621,M1_GUE_CON,0.5455,9.55,0.0,walk
M1_GUE_CON,749,0.87,13.44,0.0,walk
749,M1_GUE_CON,0.87,13.44,0.0,walk
M1_GUE_CON,750,0.841,13.09,0.0,walk
750,M1_GUE_CON,0.841,13.09,0.0,walk
M1_GUE_CON,770,0.5501,9.6,0.0,walk
770,M1_GUE_CON,0.5501,9.6,0.0,walk
M1_GUE_CON,771,0.5058,9.07,0.0,walk
771,M1_GUE_CON,0.5058,9.07,0.0,walk
M1_GUE_CON,776,0.6235,10.48,0.0,walk
776,M1_GUE_CON,0.6235,10.48,0.0,walk
M1_GUE_CON,777,0.6087,10.3,0.0,walk
777,M1_GUE_CON,0.6087,10.3,0.0,walk
M1_GUE_CON,778,0.9032,13.84,0.0,walk
778,M1_GUE_CON,0.9032,13.84,0.0,walk
M1_GUE_CON,779,0.8479,13.17,0.0,walk
779,M1_GUE_CON,0.8479,13.17,0.0,walk
M1_GUE_CON,800,0.2829,6.4,0.0,walk
800,M1_GUE_CON,0.2829,6.4,0.0,walk
M1_GUE_CON,801,0.2826,6.39,0.0,walk
801,M1_GUE_CON,0.2826,6.39,0.0,walk
M1_AIN_NADJ,749,0.1387,4.66,0.0,walk
749,M1_AIN_NADJ,0.1387,4.66,0.0,walk
M1_AIN_NADJ,750,0.1314,4.58,0.0,walk
750,M1_AIN_NADJ,0.1314,4.58,0.0,walk
M1_AIN_NADJ,762,0.5878,10.05,0.0,walk
762,M1_AIN_NADJ,0.5878,10.05,0.0,walk
M1_AIN_NADJ,763,0.3963,7.76,0.0,walk
763,M1_AIN_NADJ,0.3963,7.76,0.0,walk
M1_AIN_NADJ,764,0.3813,7.58,0.0,walk
764,M1_AIN_NADJ,0.3813,7.58,0.0,walk
M1_AIN_NADJ,765,0.8335,13.0,0.0,walk
765,M1_AIN_NADJ,0.8335,13.0,0.0,walk
M1_AIN_NADJ,766,0.7315,11.78,0.0,walk
766,M1_AIN_NADJ,0.7315,11.78,0.0,walk
M1_AIN_NADJ,767,0.2547,6.06,0.0,walk
767,M1_AIN_NADJ,0.2547,6.06,0.0,walk
M1_AIN_NADJ,768,0.255,6.06,0.0,walk
768,M1_AIN_NADJ,0.255,6.06,0.0,walk
M1_AIN_NADJ,769,0.5975,10.17,0.0,walk
769,M1_AIN_NADJ,0.5975,10.17,0.0,walk
M1_AIN_NADJ,770,0.729,11.75,0.0,walk
770,M1_AIN_NADJ,0.729,11.75,0.0,walk
M1_AIN_NADJ,771,0.8335,13.0,0.0,walk
771,M1_AIN_NADJ,0.8335,13.0,0.0,walk
M1_AIN_NADJ,774,0.9647,14.58,0.0,walk
774,M1_AIN_NADJ,0.9647,14.58,0.0,walk
M1_AIN_NADJ,775,0.9591,14.51,0.0,walk
775,M1_AIN_NADJ,0.9591,14.51,0.0,walk
M1_AIN_NADJ,778,0.9757,14.71,0.0,walk
778,M1_AIN_NADJ,0.9757,14.71,0.0,walk
M1_AIN_NADJ,779,0.9416,14.3,0.0,walk
